,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr,Five_Day_Observation_Outcome
100,2012-10-10,19.93000030517578,19.940000534057614,19.450000762939453,19.63999938964844,39321800,0,0,-1154731988.6483862,20037700,-0.12565750678247115,-6110729.976574642,38.43529554454498,-0.7040603374450747,-0.43798586124448874,-1373153.605979578,610.4038352122559,21.245998652757216,0.9322199919709254,21.38650016784668,23.333573094401828,19.439427241291533,18.20842972224558,0.05150606986040577,0.0,0.0,21.162333170572914,21.95333334604901,20.371332995096836,7.475547890683484,-0.46228409810921944,0.0,1.0,19.450000762939453,23.3700008392334,21.410000801086426,18.32932011095219,0.048469036482421915,9.785568670671303,-0.12197966804337668,0.04322729177450252,-0.1652069598178792,21.00833336512248,20.900769307063175,20.882691767292425,21.0046714353358,19.946787293323872,20.205089842242558,30.40611157649238,0.755159886009813,1.0989321836571366,-0.34377229764732364,0.10401391283998938,25.896351850420306,-147.39953684366594,-1.1064994812011726,61.746766816195596,82.2822707827696,-20.535503966574005,21.020000457763672,20.77500057220459,20.89750051498413,20.795000076293945,19.71749973297119,25.499999999999996,40.0,12.0,28.0,,22.439599761962892,0.0,0.0,25.0,40.989050239151865,0.0,0.0,0.07773818060363193,-2.8013604775709444,34.96021224599237,5.013157689460505,11.439963484026341,-94.9868423105395,0.2335585706374239,21.569842953332138,-5.531512627399674,-10.681843171393217,-6.350159343382273,-4.331683828010943,-2.9164615221867973,-2.959835670233568,-48.626733913636954,0
101,2012-10-11,19.8799991607666,19.959999084472656,19.61000061035156,19.75,21817300,0,0,-1159095448.648386,41855000,-0.08220983518307923,-4894923.363317826,34.69487184827226,0.1443789208191302,-0.4303506796453382,-1024609.831250535,613.8226130391876,21.04452027599807,0.8739978401859426,21.338500213623046,23.39421731858018,19.282783108665914,19.267681274475983,0.11363842092072027,0.0,0.0,21.090333175659175,21.83233318328859,20.348333168029775,7.036399107110988,-0.40318946218165896,0.0,1.0,19.450000762939453,23.3700008392334,21.410000801086426,18.370551055839044,0.07653041612799477,10.230342267975296,-0.2033013150948264,-0.006078429599363264,-0.19722288549546313,20.96416664123535,20.94576930999756,20.708431495401285,20.91173281049611,19.934567267925228,19.80904419731614,29.575109757006825,0.7578179435288956,1.100363561406424,-0.34254561787752835,0.07276677330845126,25.806042031806154,-124.99179317374391,-0.7184993743896477,52.89953252041515,79.843984724542,-26.944452204126847,21.020000457763672,20.960000038146973,20.990000247955322,20.460000038146973,19.549999713897705,25.499999999999996,36.0,8.0,28.0,,22.320015802001954,0.0,0.0,12.5,41.82321042788851,0.0542104464607589,0.01807014882025286,0.019071057860756496,-4.67695307675136,32.8516606986016,9.554117687078136,9.022427435770144,-90.44588231292187,-0.19750022327198735,21.53709955215706,-2.6134155261371177,-13.751469079207542,-7.830421290547328,-5.921047788660214,0.5600845914971675,0.5585219497774574,-48.339000166138405,0
102,2012-10-12,19.75,19.799999237060547,19.479999542236328,19.520000457763672,18809400,0,0,-1173202386.5355186,23045600,-0.17551297856779197,-4813670.509949564,38.816862598141086,-0.24668571157903202,-0.19198723485273178,-96850.40567194587,606.6743132916777,20.99241343905159,0.8185980256497702,21.21450023651123,23.391273241961084,19.03772723106138,20.521558190689934,0.11077710571907491,0.0,0.0,20.91333312988281,21.5423330307007,20.284333229064934,6.015300353238408,-0.6075778154395632,0.0,1.0,19.450000762939453,23.3700008392334,21.410000801086426,18.477927986007543,0.017857064658630826,10.359603507464769,-0.28304557395918195,-0.061471858471327,-0.22157371548785496,20.87249994277954,20.967307824354904,20.52559595114934,20.808641525108523,20.04732464318433,19.2899568506817,29.86467706398995,0.8634394618013532,1.1002592641987436,-0.23681980239739042,0.03602261939154034,25.64306980288975,-120.14970393155073,-0.8945005416870124,37.151916022703844,74.34767418356526,-37.195758160861416,20.97000026702881,20.960000038146973,20.96500015258789,20.460000038146973,19.307499885559082,25.494998931884766,32.0,4.0,28.0,,22.205215200439454,0.0,0.0,6.25,40.53305293129624,0.0,0.01807014882025286,0.012046765880168654,-6.619166559691163,35.19712082676952,2.229290077411642,5.598855151316834,-97.77070992258835,-0.5256472138797541,21.21137776259492,-5.334628209019131,-16.924920974525726,-9.649321227343009,-7.275599747182717,-1.1645546442345722,-1.1713886911176807,-48.94062073896165,0
103,2012-10-15,19.68000030517578,19.8799991607666,19.489999771118164,19.520000457763672,20189700,0,0,-1190285902.888858,43235300,-0.14394101485023478,-4126003.2942424836,44.72946088639125,0.08692552285953627,-0.1162732505299172,-219045.74125265772,606.6743132916777,20.97630018534153,0.775738162049637,21.11450023651123,23.406647819075065,18.822352653947394,21.711596835242634,0.1521821302265227,0.0,0.0,20.665999794006346,21.247999572753923,20.08400001525878,5.632437671042322,-0.48453588651597274,0.0,1.0,19.450000762939453,23.3700008392334,21.410000801086426,18.565440964193293,0.017857064658630826,10.309336221644086,-0.3422976790641954,-0.11763702258990068,-0.22466065647429473,20.805833339691162,20.988077090336727,20.37088895216693,20.713186631231125,20.029215179022366,19.33061734857411,28.871679868870036,0.8696441239063629,1.028258836048018,-0.15861471214165512,-0.002896054687011473,25.444865997510632,-105.46112827590241,0.5454996109008796,25.293922307919956,66.40928998672554,-41.11536767880558,20.97000026702881,20.960000038146973,20.96500015258789,20.460000038146973,19.269999980926514,25.494998931884766,28.000000000000004,4.0,24.000000000000004,,22.095006622939454,0.0,0.0,3.125,40.53305293129624,0.0,0.01807014882025286,0.01807014882025294,-8.235070356082817,30.990486078689404,2.229290077411642,4.67089928063388,-97.77070992258835,-0.6905296269585115,20.80415111807352,-3.9370041785203256,-19.22205155612656,-11.563867293099719,-7.65818426302684,0.0,0.0,-48.94062073896165,0
104,2012-10-16,19.68000030517578,19.690000534057614,19.299999237060547,19.479999542236328,21834700,0,0,-1191965528.0535495,21400600,-0.1769484814094933,-3661346.822245685,46.3186172567663,-0.3393684492041862,-0.06278060693783383,-44744.2607470592,606.6743132916777,20.954508413605904,0.73716447554438,20.995000171661378,23.365017418440623,18.624982924882133,22.576968110514674,0.18038193994497875,0.0,0.0,20.39566644032796,20.94966634114585,19.841666539510083,5.432525604777201,-0.32641431590494596,0.0,1.0,19.299999237060547,23.3700008392334,21.335000038146973,19.38557546508838,0.04422610179801514,10.397388434482053,-0.3880103965068926,-0.17171169737329905,-0.21629869913359356,20.62416664759318,21.01384632404034,20.233829042946837,20.62183943945373,20.21249518072805,18.66236025889908,29.557762101158986,0.8843926344744979,1.006743707863313,-0.12235107338881512,-0.041991990230531615,25.20660049623275,-102.81807626881036,0.9949995994567864,13.447287226680505,57.480337034661744,-44.03304980798124,20.84999942779541,21.110000610351562,20.980000019073486,20.460000038146973,19.25,25.225000381469727,24.0,100.0,-76.0,,21.989206388539454,0.0,0.0,1.5625,40.28241133399251,0.0,0.0,0.012046765880168654,-9.666974991252633,34.67358301959579,5.4711323734367285,3.3099041760867443,-94.52886762656327,-0.8532353849971983,20.356493815180045,-10.064636752230832,-20.652541168525115,-13.381602068184797,-7.270939100340318,-0.2049227181827984,-0.20513297207269687,-49.045253006830634,0
105,2012-10-17,19.5,20.479999542236328,19.3700008392334,19.8799991607666,44074500,0,0,-1195539222.1307955,65475100,-0.2785730085601997,-619756.8209373681,47.670633604488486,1.0829386176496232,-0.04301342722607208,860275.4313062094,606.6743132916777,20.88912318559305,0.774447898290235,20.82450008392334,22.991511943223276,18.657488224623403,20.812138112000923,0.2820729685665256,0.0,0.0,20.182666460673012,20.778666178385436,19.586666742960606,5.906055266520424,0.24608435968046544,0.0,0.0,19.299999237060547,23.239999771118164,21.269999504089355,18.92002457768158,0.14720808250976064,10.2331180261172,-0.3874946312415588,-0.21486828414695103,-0.17262634709460778,20.448333263397217,21.031153972332294,20.179393676457572,20.56688830769913,19.198402599349855,23.693101200149684,26.72590476358014,0.8600935550060578,0.9530516415108589,-0.09295808650480109,-0.07574398175181189,25.09356917621515,-68.37157914974553,1.445500373840332,3.5148846858744087,47.5727544489627,-44.05786976308829,20.464999198913574,21.335000038146973,20.899999618530273,20.460000038146973,19.28249979019165,25.21500015258789,20.0,96.0,-76.0,,21.82785395945072,0.0,0.0,0.78125,44.01081002810818,0.23166270505969597,0.07722090168656522,0.03176368350227277,-10.00112198820353,37.73353779520128,17.629172106570323,8.443198185806304,-82.37082789342968,-0.8278237342834487,20.268263561421723,-9.59527345299409,-16.3231208161105,-13.96990581776994,-2.35321499834056,2.0533861803384568,2.032588429824056,-47.99895527384648,1
106,2012-10-18,19.700000762939453,19.790000915527344,18.88999938964844,18.979999542236328,52157400,0,0,-1237265142.130796,13317700,-0.2710543840872608,-7237168.718450727,35.395208896668336,-1.0094462664386838,-0.2171288475224121,-1456229.9098164705,606.6743132916777,20.640922457612547,0.7960030855730276,20.64400005340576,22.794036728777836,18.493963378033687,20.829651906703717,0.11302973799703443,0.0,0.0,19.912666447957356,20.49966634114585,19.325666554768873,5.895743744039899,-0.2944353283055444,0.0,1.0,18.88999938964844,23.239999771118164,21.0649995803833,21.071499565085876,0.02068968843572353,10.807736960440455,-0.45446948977692614,-0.26278852527294605,-0.1916809645039801,20.174166520436604,20.95615394298847,19.994871501962,20.449340991738925,18.802520833588524,21.696519026367824,28.559511665131833,0.7782214285414878,1.122877288294749,-0.3446558597532613,-0.11278290695939563,25.021876873800686,-109.66171850128836,1.1859998703002894,-8.461392127909818,37.51855793595285,-45.97995006386267,19.81999969482422,21.130000114440918,20.47499990463257,20.460000038146973,19.677499771118164,25.21500015258789,16.0,100.0,-84.0,,21.67618267610731,0.0,0.0,0.390625,38.227651077848115,0.0,0.07722090168656522,0.05148060112437689,-11.923139967647923,30.623464984004706,2.432436054861428,8.5109135116229,-97.56756394513857,-0.9193236743702613,19.92958464137368,-14.773241346658336,-11.002337708961969,-13.376392196008347,2.3740544870463776,-4.5271612501193275,-4.632838994989852,-50.353126420346115,1
107,2012-10-19,19.0,19.059999465942386,18.799999237060547,19.0,34835000,0,0,-1218507677.178297,48152700,-0.2400632481455785,-6103756.6235009795,25.10617384221659,-0.3060149336133436,-0.3510289944633153,-2324541.700763256,607.3136054029495,20.35090954550904,0.7424027999039088,20.451000022888184,22.459003309680483,18.442996736095886,19.63721367703289,0.13869580482457872,0.0,0.0,19.69399979909261,20.231999715169287,19.155999883015944,5.463592175942437,-0.14498132653399196,0.0,1.0,18.799999237060547,22.59000015258789,20.69499969482422,18.532105575696452,0.05277063710461528,11.40096235321774,-0.5001680519442679,-0.31026443060721043,-0.18990362133705752,19.9383331934611,20.890384747431828,19.841814347813997,20.341982399758265,18.534526174636067,21.19145166167297,28.700485341082647,0.6284792526786117,1.285867503776411,-0.6573882510977992,-0.15009533920405158,24.75732544083267,-125.16746340090305,1.4990007400512688,-20.477420164637362,26.583134934010747,-47.06055509864811,19.674999237060547,21.085000038146973,20.37999963760376,20.460000038146973,19.75749969482422,25.21500015258789,12.0,96.0,-84.0,,21.4532880131906,0.0,0.0,0.1953125,38.42130155265294,0.010670127957890262,0.08077761100586198,0.07840647145966421,-13.464708137014195,33.021011784208284,5.4200740919548664,8.49389408446228,-94.57992590804513,-1.0779412886675672,19.739870484083827,-12.963810964712113,-10.527556370045689,-12.806625030815816,2.279068660770127,0.10537649233954838,0.10532101028712937,-50.300810286411625,1
108,2012-10-22,19.200000762939453,19.43000030517578,19.049999237060547,19.31999969482422,32447300,0,0,-1204845707.5562522,80600000,-0.18549386611838303,-3748487.663305144,24.89787432547341,0.3630517502858971,-0.3242811853424925,583188.222047003,617.5420353182936,20.158709049767506,0.711162550431096,20.377499961853026,22.4374310750833,18.317568848622752,20.217702044769915,0.24331659436647574,0.0,0.0,19.576999791463216,20.09399979909263,19.059999783833813,5.281708261087602,0.2514505871891367,0.0,0.0,18.799999237060547,22.59000015258789,20.69499969482422,18.59894944238636,0.1372032538655254,11.784159154785616,-0.5047448067396019,-0.34916050583368874,-0.15558430090591313,19.719166437784832,20.787307812617374,19.761535170430953,20.266279977170555,17.737259695780264,23.773359562998753,27.557909007169812,0.630768892186578,1.2362639435592422,-0.6054950513726642,-0.18277300464706847,24.39995187237348,-90.92042700569775,0.5324998855590835,-30.25629051040607,14.984356308537384,-45.24064681894345,19.639999389648438,21.085000038146973,20.362499713897705,20.460000038146973,19.90749979019165,25.21500015258789,8.0,92.0,-84.0,,21.187959135577596,0.0,0.0,0.09765625,41.577049084418775,0.20896219969471697,0.0732107758842023,0.07706976285887658,-13.972187405253337,34.77127421616847,14.092151287356762,7.314887144724426,-85.90784871264324,-1.2060588724472936,19.702472827070935,-11.981781215040995,-10.570075495083302,-12.359315123669314,1.789239628586012,1.6842089201274613,1.6701833822083678,-49.46377210002429,1
109,2012-10-23,19.25,19.799999237060547,19.100000381469727,19.5,78381200,0,0,-1193648332.249918,158981200,-0.10912674997599338,-1197469.437112417,37.878974338206824,0.18754469997513368,-0.30934492514198686,1276741.1979023148,617.5420353182936,19.934610256123438,0.7100461809470684,20.33849992752075,22.433573242567185,18.243426612474316,20.602043636576322,0.29988768853605335,0.0,0.0,19.49866650899251,20.0276664098104,18.969666608174634,5.426011061565834,0.5012603887121914,0.0,0.0,18.799999237060547,22.59000015258789,20.69499969482422,18.63461380649297,0.18469672660806058,12.039863240850615,-0.48821950701549,-0.37697230607004906,-0.11124720094544094,19.60166645050049,20.70961548731877,19.72129899036465,20.20951849738014,16.482712914921702,25.670762483780685,25.7600488222486,0.6388581698407682,1.1953900351362667,-0.5565318652954986,-0.208957744166727,24.21555107295611,-68.20764840666153,0.061499691009522905,-36.88517049345755,4.025252163020368,-40.91042265647792,19.639999389648438,21.085000038146973,20.362499713897705,20.460000038146973,20.307499885559082,25.21500015258789,4.0,88.0,-84.0,,20.94916314572589,0.0,0.0,3.270388522646624,43.33613205104934,0.3187078451604186,0.1794467242710085,0.11114503705369101,-13.945170331853607,39.16366422975149,19.44446357679753,12.985562985369794,-80.55553642320247,-1.2440294658436493,19.69248805024018,-6.743184398380642,-1.0109359773397184,-10.089639294403396,9.078703317063678,0.9316786129349941,0.9273652581176961,-48.992936872896145,1
